Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
Angolan Community Of Maine,https://www.blackownedmaine.com/bom-listing/angolan-community-of-maine-2/,NA,"Join our mission to nurture a thriving Angola community in Lewiston, Maine in uplifting living standards and promoting. Visit our community.",At A.C.M. our mission revolves around raising the standard of living and the peaceful nature of the Angolan people who have chosen Maine to be their home.,At A.C.M. our mission revolves around raising the standard of living and the peaceful nature of the Angolan people who have chosen Maine to be their home. Our Vision Statement: To live in Maine with…,Cultural Organizations,NA,"P.O Box 7292- Office 86 Lisbon St Lewiston , Maine","Lewiston , Maine",info@acmaine.org,2073127765,https://www.facebook.com/profile.php?id=100064532778469,https://www.instagram.com/angolan_communitymaine_usa?igsh=Z25jNTRqNWljaHR0,Black Owned Maine
Annabessacook Farm B & B,https://www.blackownedmaine.com/bom-listing/annabessacook-farm-b-b/,http://annabessacookfarm.blogspot.com/,"Visit and book a lodge at the Black-owned Farm in Winthrop, Maine. Experience farm charm and homemade breakfast in a restored 1810 farmhouse.","Annabessacook Farm is set on a 25-acre working farm, this unassuming B&B in a restored 1810 farmhouse is 12.7 miles from downtown Augusta. There are 3 simple rooms with shared bathroom facilities and 1 room with a private bath. Homemade breakfast is served in the sunroom. There are also living rooms, Wi-Fi, a community garden, and an organic farm stand selling magic eggs, organic vegetables, and fruits","Annabessacook Farm is set on a 25-acre working farm, this unassuming B&B in a restored 1810 farmhouse is 12.7 miles from downtown Augusta. There are 3 simple rooms with shared bathroom facilities and 1 room…",Travel & Lodging,English,"192 Annabessacook Road Winthrop, Maine","Winthrop, Maine",sales@annabessacookfarm.com,2073773276,https://www.facebook.com/AnnabessacookFarmMaine,,Black Owned Maine
Antoine Walton (Realtor),https://www.blackownedmaine.com/bom-listing/antoine-walton/,https://www.kw.com/agent/UPA-6801530070560923648-0,"Experienced Black realtor in Portland, Maine for customer satisfaction. Part of Keller Williams. Call or email for real estate excellence.",Antoine Walton has been a realtor for over 3 years and prides himself in giving customer satisfaction. Antoine is a part of Keller Williams Realtor where he emphasizes the importance of hard work and integrity. In order to get in contact with Mr. Walton you may call or email him,Antoine Walton has been a realtor for over 3 years and prides himself in giving customer satisfaction. Antoine is a part of Keller Williams Realtor where he emphasizes the importance of hard work and integrity.…,Home & Commercial,English,"Portland, Maine","Portland, Maine",antoine@kw.com,2077540980,https://www.facebook.com/antoineKWpro/,https://instagram.com/antoine_d_walton,Black Owned Maine
Antoines Formal Wear and Tailor Shop,https://www.blackownedmaine.com/bom-listing/antoines-formal-wear-and-tailor-shop/,https://www.antoinesformalwear.shop/,"Discover expert fittings, alterations, and bespoke designs at our cherished Black-owned apparel store in Portland, Maine. Place your order.","Open since 1983 Antoine’s Formal Wear and Tailor Shop is a family-owned business. They have fitted, altered, and designed thousands of dresses and tuxedos. At Antoine’s, they have a wide variety of styles including classics and modern designs. They offer many services including tuxedo rentals, wedding gowns/prom dress/tuxedo alterations, fittings, fashion consulting, as well as selling accessories and special/custom designs. Their current hours are Monday- Friday 10am- 6pm, Saturday 10am- 4pm, Sunday – Closed. They can be contacted via phone or on any of their social media platforms. Check out their website for more details.","Open since 1983 Antoine's Formal Wear and Tailor Shop is a family-owned business. They have fitted, altered, and designed thousands of dresses and tuxedos. At Antoine's, they have a wide variety of styles including classics…",Apparel & Accessories,English,"435 Congress Street Portland, Maine","Portland, Maine",adelemass@gmail.com,12073329750,https://www.facebook.com/MasengoDesigns,https://www.instagram.com/adele_antonies,Black Owned Maine
Art by Buffcat,https://www.blackownedmaine.com/bom-listing/art-by-buffcat/,https://artbybuffcat.weebly.com/,"Elevate your space with Black-owned artistry online in Portland, Maine. Unique digital art, web comics, and painting made for you. Contact me.","Welcome to Art by Buff Cat! My name is Brooke and I make digital art, web comics and traditional paintings. Commissions are currently open! If you like what you see or want to support my work, please feel free to become a patron. Stay lush, stay buff","Welcome to Art by Buff Cat! My name is Brooke and I make digital art, web comics and traditional paintings. Commissions are currently open! If you like what you see or want to support my…",Art & Music,English,Online Business,Online Business,artbybuffcat@gmail.com,2076998409,https://www.facebook.com/buff.cat.104,https://instagram.com/artbybuffcat,Black Owned Maine
Asli Hassan,https://www.blackownedmaine.com/bom-listing/asli-hassan/,NA,"Black farmer participant thrives in Fresh Start Farms, offering fresh produce at Kennedy Park Farmers Markets, Lewiston, Maine.",Participates in the Fresh Start Farms and Kennedy Park Farmers Markets,Participates in the Fresh Start Farms and Kennedy Park Farmers Markets,Farming,NA,"Lisbon, Maine","Lisbon, Maine",asli@cultivatingcommunity.org,NA,,,Black Owned Maine
Asmara Restaurant,https://www.blackownedmaine.com/bom-listing/asmara-restaurant/,http://www.asmaramaine.com/,"Savor Black-owned flavors in Portland, Maine. Order our rich, communal-style dishes served on injera, with TSEBHI sauces and stews. Visit us.","Our dishes are served communal style on a large piece of flat bread called injera. Made from unleavened teff flour, injera is moist, spongy, and a little sour. The injera is traditionally served on a mosob– a large round plate on a colorful woven basket table– with a variety of TSEBHI (sauces and stews) arranged around the injera. The TSEBHI is the traditional dish (peas, lentils and red pepper) served vegetarian style or with a selection of chicken, beef or lamb.Rich sauces and aromatic spices characterize the dishes. A common ingredient is a spicy red pepper paste called berbere; cumin, coriander, cinnamon, cardamom, ginger, thyme and cloves are also frequently used.","Our dishes are served communal style on a large piece of flat bread called injera. Made from unleavened ""teff"" flour, injera is moist, spongy, and a little sour. The injera is traditionally served on a…",Restaurants,English,"51 Oak Street Portland, Maine","Portland, Maine",asmarapm@gmail.com,2072535122,https://www.facebook.com/asmaramaine?refid=17&rf=111701245531590,https://instagram.com/asmaramaine,Black Owned Maine
Aspire For Humanity Initiatives,https://www.blackownedmaine.com/bom-listing/aspire-for-humanity-initiatives/,https://www.aspirehi.org/,"Visit a Black-owned initiative in Portland, Maine transforming young immigrants lives through community empowerment, ownership, and advocacy.",Our purpose is to transform the lives of marginalized and vulnerable young immigrants through sustainable and integrated community initiatives.,Our purpose is to transform the lives of marginalized and vulnerable young immigrants through sustainable and integrated community initiatives. At Aspire for Humanity Initiatives we believe that our efforts can make a difference and impact…,Nonprofits,NA,"33 McAlister Farm Rd Suite 200 Portland , Maine","Portland, Maine",contact@aspirehi.org,2074002909,https://www.facebook.com/aspireforhumanityinitiatives/,,Black Owned Maine
Atiim Chenzira,https://www.blackownedmaine.com/bom-listing/atiim-chenzira/,https://atiimchenzira.com,"Support Black-owned artist in Maine,his music is Funk, Soul, Hip Hop, Electronic, Spoken Word melodies echoing Pine Tree state, listen today.","His music is Funk, Soul, Hip Hop, Electronic, Spoken Word, and Live music.","His music is Funk, Soul, Hip Hop, Electronic, Spoken Word, and Live music.",Art & Music,English,Online Business,Online Business,Atiim@ridahridah.com,16507628446,,https://www.instagram.com/atiimchenzira,Black Owned Maine
Avril Williams Handmade,https://www.blackownedmaine.com/bom-listing/avril-williams-handmade/,NA,"Discover unique handmade tools, jewelry, & art from Black-owned artisan online in Maine. Each piece crafted with passion & a story. Visit us.","Inspired by nature, culture, travel and more, Avril Williams Handmade has a wide variety of handmade and homemade tools, jewelry, and art. She is inspired by her time traveling abroad combined with her yoga practice and love for nature. And currently their eye pillows and yoga mat bags are sold EXCLUSIVELY only available at Arcana!","Inspired by nature, culture, travel and more, Avril Williams Handmade has a wide variety of handmade and homemade tools, jewelry, and art. She is inspired by her time traveling abroad combined with he",Art & Music,English,Online Business,Online Business,avril.c.williams@gmail.com,8505820717,https://www.facebook.com/AvrilWilliamsHandmade/,https://www.instagram.com/avrilwilliamshandmade/,Black Owned Maine
Ayinde Arts,https://www.blackownedmaine.com/bom-listing/ayinde-arts/,https://danielminter.net/,"Explore a Black-owned commercial arts and illustration business in Portland, Maine. Book now to experience profound narratives shaping art.","Owned and run by Daniel Minter, Ayinde Arts is a commercial arts and illustration business.  Daniel Minter is a prolific artist, his work centering around themes of the black experience and spirituality. His work has also been heavily influenced by his experience in the arts and time spent in Salvador and Bahia Brazil. Minter works across many mediums such as illustration, sculpture, painting, and more. His media also varies as he works with canvas, wood, metal, paper, twine, rocks, nails, and more. His work can be purchased through Ayinde Arts. His works can also be seen in the following galleries and establishments:","Owned and run by Daniel Minter, Ayinde Arts is a commercial arts and illustration business.  Daniel Minter is a prolific artist, his work centering around themes of the black experience and spirituality. His work has…",Art & Music,English,"441 Deering Ave Portland, Maine","Portland, Maine",ayindearts@gmail.com,2073219748,,https://instagram.com/d1minter,Black Owned Maine
